Compra,Modalidade da Compra,Processo,Código da UASG,Nome da UASG,Município/UF,Objeto,Itens,Contratos,Valor Total da Compra
7/2020,Dispensa de Licitação,80763011100202021,160303,BASE DE ADMINIST. E APOIO DA 1ª REG. MILITAR,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE CONSUMO TENDO EM VISTA AS MEDIDAS PARA PREVENÇÃO AO CORONAVÍRUS.,2,0,5125
25/2020,Dispensa de Licitação,64591002123202015,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA PREVENÇÃO E COMBATE AO COVID-19.,6,0,5113
23/2020,Dispensa de Licitação,64591002123202015,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA PREVENÇÃO E COMBATE AO COVID-19.,6,0,5113
15/2020,Dispensa de Licitação,64276010652202057,160422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA/RS,Santiago/RS,"AQUISIÇÃO DE MATERIAL DE CONSUMO PARA O CMDO DA 1ª BDA C MEC, VISANDO ATENDER AO COMBATE AO COVID-19.",3,0,5088
81/2020,Dispensa de Licitação,64013.012647/2020,160457,BASE DE ADMINISTRACAO E APOIO DA 2A RM MEX/SP,São Paulo/SP,MATERIAL HOSPITALAR.,1,0,5076
24/2020,Dispensa de Licitação,64153004185202012,160368,3 BATALHAO DE SUPRIMENTO/RS,Nova Santa Rita/RS,AQUISIÇÃO EMERGENCIAL DE MÁSCARAS DE PROTEÇÃO DEVIDO AO COVID-19.,1,0,5075
11/2020,Dispensa de Licitação,645931988/2020-09,160351,HOSPITAL DE GUARNICAO DE PORTO VELHO-MEX/RO,Porto Velho/RO,CONTRATAÇÃO DE SERVIÇO DE DRYWALL,4,0,5074.7
73/2020,Dispensa de Licitação,64302002650202020,160380,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA/RS,Pelotas/RS,"ÁLCOOL GEL ",1,0,5070
24/2020,Dispensa de Licitação,64037003632202042,160132,MEX-9. BATALHAO DE ENGENHARIA DE COMBATE/MS,Aquidauana/MS,"AQUISIÇÃO DE ÁLCOOL EM GEL PARA APLICAÇÃO ANTISSEPSIA NAS MÃOS EM PROL DO 9º BATALHÃO DE ENGENHARIA DE COMBATE, EM COMBATE AO NOVO CORONAVÍRUS.",1,0,5064
111/2020,Dispensa de Licitação,64531000104520203,160233,5ª BRIGADA DE CAVALARIA BLINDADA,Ponta Grossa/PR,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA E HIGIENE E LIMPEZA PARA O ESQD CMDO 5ª BDA C BLD.,7,0,5063
30/2020,Dispensa de Licitação,64598002792202019,160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira/AM,"AQUISIÇÃO DE MÁSCARA PARA GASOTERAPIA, TAMANHOS ADULTO E INFANTIL.",2,0,5000.1
2/2020,Dispensa de Licitação,64270003560202071,160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS/MEX/AM,Tabatinga/AM,SERVIÇO DE SOLDA E RECUPERAÇÃO DE CASCO DE EMBARCAÇÕES,1,0,5000
5/2020,Dispensa de Licitação,64159002267202072,160521,3ª BATERIA DE ARTILHARIA ANTIAÉREA,Três Lagoas/MS,AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL DESCARTÁVEIS EM VIRTUDE DA PANDEMIA DE COVID 19.,2,0,5000
6/2020,Dispensa de Licitação,64045010401202096,160001,7 BATALHAO DE ENGENHARIA DE CONSTRUCAO-MEX/AC,Rio Branco/AC,AQUISIÇÃO DE FAIXAS E CARTAZES INFORMATIVOS DE PROCEDIMENTOS A SEREM ADOTADOS A FIM DE EVITAR A CONTAMINAÇÃO E PROLIFERAÇÃO DO CORONAVÍRUS.,5,0,5000
63/2020,Dispensa de Licitação,64584009832202011,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE LÂMINAS LARINGOSCÓPICAS DESCARTÁVEIS.,2,0,5000
32/2020,Dispensa de Licitação,64051007320202020,160251,BATALHÃO ESCOLA DE COMUNICAÇÕES,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL HOSPITALAR.,12,0,5000
41/2020,Dispensa de Licitação,139,160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1ª DE,Niterói/RJ,AQS DE SERVIÇO DE MANUTENÇÃO EM NOBREAK E IMPRSSORA PARA ATENDER AS NECESSIDADES DE CONSUMO DA PREVENÇÃO DO COVID19 NO CMDO DA AD/1.,1,0,5000
74/2020,Dispensa de Licitação,64571003802202031,160469,2 GRUPO ARTILHARIA CAMPANHA AUTOPROPULSADO,Itu/SP,"AQUISIÇÃO DE MATERIAL HOSPITALAR, PROTEÇÃO, SEGURANÇA E LIMPEZA.",8,0,5000
9/2020,Dispensa de Licitação,64308003148202086,160515,COMANDO DA 2ª BRIGADA DE INFANTARIA DE SELVA,São Gabriel da Cachoeira/AM,"AQUISIÇÃO DE MATERIAL GRÁFICO INFORMATIVO PARA ATENDER AS DEMANDAS DA 2ª BRIGADA DE INFANTARIA DE SELVA E ORGANIZAÇÕES MILITARES VINCULADAS, PARA ATENDER AS AÇÕES DE ENFRENTAMENTO AO COVID-19.",6,0,5000
11/2020,Dispensa de Licitação,64256002774202043,160393,COLEGIO MILITAR DE PORTO ALEGRE/RS,Porto Alegre/RS,"AQUISIÇÃO DE MÁSCARAS FACIAIS DE ALGODÃO, DUPLAS, LAVÁVEIS.",1,0,5000
78/2020,Dispensa de Licitação,64302002734202063,160380,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA/RS,Pelotas/RS,"AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO PARA ENFRENTAMENTO DO COVID-19. ",1,0,5000
19/2020,Dispensa de Licitação,64591001949202059,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MÁSCARAS PARA MEDIDAS DE PREVENÇÃO E COMBATE AO COVID-19.,1,0,5000
11/2020,Dispensa de Licitação,64575000029672020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,AQUISIÇÃO DE MÁSCARAS CIRURGICAS PARA PREVENÇÃO E COMBATE AO COVID19.,1,0,5000
15/2020,Dispensa de Licitação,64586004098202075,160359,HOSPITAL DA GUARNICAO DE ALEGRETE/RS,Alegrete/RS,"COMPRA DE REAGENTES, EQUIPAMENTOS, GASOMETRIA ARTERIAL.",2,0,5000
14/2020,Dispensa de Licitação,64131001518202018,160354,10 BATALHAO LOGISTICO/RS,Alegrete/RS,"AQUISIÇÃO DE ÁLCOOL EM GEL ANTISSÉPTICO PARA AS MÃOS, 70%, EMBALAGEM 05 LITROS",1,0,5000
12/2020,Dispensa de Licitação,262020,160348,5 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RO,Porto Velho/RO,AQUISIÇÃO DE SERVIÇO DE POSTAGEM DE ENCOMENDAS DE MATERIAL DESTINADO AO COMBATE COVIDE-19,1,0,5000
74/2020,Dispensa de Licitação,64314002807202088,160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,Marabá/PA,"AQUISIÇÃO DE MATERIAIS DE CONSUMO (LIMPEZA / PROTEÇÃO E SEGURANÇA) PARA O CMDO DA 23ª BDA INF SL (QGI), COM A FINALIDADE DE EMPREGO IMEDIATO (PARA ATENDER AÇÕES DE ENFRENTAMENTO DA COVID-19), OBJETIVANDO A PROTEÇÃO DA COLETIVIDADE.",9,0,4999.9
6/2020,Dispensa de Licitação,64335000938202082,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,AQUISIÇÃO DE INSUMOS DE SAÚDE PARA ATENDER AS NECESSIDADES DO POSTO MÉDICO DA GUARNIÇÃO DE CORUMBÁ NO QUE TANGE AS AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID19.,6,0,4999.799999999999
11/2020,Dispensa de Licitação,64147017983202093,160060,BATALHAO DE POL.DO EXERC.DE BRASILIA/MEX/DF,Brasília/DF,"AQUISIÇÃO DE MATERIAIS DESTINADOS AO ENFRENTAMENTO DE EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL. MATERIAL HOSPITALAR PARA O COVID-19. ",3,0,4997.4
21/2020,Dispensa de Licitação,161/2020,160093,38  BATALHAO DE INFANTARIA/MEX/ES,Vila Velha/ES,"AQUISIÇÃO DE MÁSCARA PROTETORA FACIAL PARA ATENDER AS NECESSIDADES DO 38º BATALHÃO DE INFANTARIA, NA PREVENÇÃO AO COVID-19.",1,0,4997
11/2020,Dispensa de Licitação,64335000872202021,160146,MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS,Corumbá/MS,AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL PARA ATENDER AS NECESSIDADES DO PMGU DA 18ª BDA INF FRON NO QUE TANGE AO APOIO E EXECUÇÃO DA OPERAÇÃO COVID19.,7,0,4995.5
116/2020,Dispensa de Licitação,64139006820202084,160522,28 BATALHAO LOGISTICO MECANIZADO,Dourados/MS,AQUISIÇÃO DE MATERIAL PARA PROTEÇÃO INDIVIDUAL (CONJUNTO CIRÚRGICO).,1,0,4994.1
88/2020,Dispensa de Licitação,64101003323202051,160130,36 BATALHAO DE INFANTARIA MECANIZADO - MEX,Uberlândia/MG,AQUISIÇÃO DE MATERIAL PARA ATENDER NECESSIDADE DESTA OM (COVID-19),1,0,4993.3
20/2020,Dispensa de Licitação,65323000351202075,160002,4. BATALHAO DE INFANTARIA DE SELVA/MES/AC,Rio Branco/AC,"AQUISIÇÃO DE PRODUTOS DE HIGIENE, LIMPEZA, PROTEÇÃO E SEGURANÇA PARA O POSTO MÉDICO DA GUARNIÇÃO DE RIO BRANCO-AC.",3,0,4992
38/2020,Dispensa de Licitação,DIEX 010-SA,160165,8. DEPOSITO DE SUPRIMENTO,Belém/PA,ÁLCOOL ETÍLICO A 70%,1,0,4992
31/2020,Dispensa de Licitação,6459800290420231,160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,São Gabriel da Cachoeira/AM,AQUISIÇÃO DE MATERIAIS ELÉTRICOS PARA ATENDER AÇÕES DA COVID-19,5,0,4990
11/2020,Dispensa de Licitação,64128001828202083,160213,5 BATALHAO LOGISTICO,Curitiba/PR,AQUISIÇÃO DE INSUMOS PARA FABRICAÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL PARA EMPREGO NAS ATIVIDADES DE COMBATE À COVID-19,4,0,4990
10/2020,Dispensa de Licitação,64128001828202083,160213,5 BATALHAO LOGISTICO,Curitiba/PR,AQUISIÇÃO DE INSUMOS PARA FABRICAÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL PARA EMPREGO NAS ATIVIDADES DE COMBATE À COVID-19,4,0,4990
14/2020,Dispensa de Licitação,64061004035202038,160547,22º BATALHÃO DE INFANTARIA,Palmas/TO,AQUISIÇÃO DE MATERIAIS HOSPITALARES,6,0,4988.2
83/2020,Dispensa de Licitação,64055010242202019,160145,17. BATALHAO DE FRONTEIRA-MEX,Corumbá/MS,AQUISIÇÃO DE MEDICAMENTOS PARA AUXILIAR NO TRATAMENTO E COMBATE A PANDEMIA DO COVID-19 PELO 17° BATALHÃO DE FRONTEIRA.,7,0,4978.6
16/2020,Dispensa de Licitação,64061004035202038,160547,22º BATALHÃO DE INFANTARIA,Palmas/TO,AQUISIÇÃO DE MATERIAL HOSPITALAR.,6,0,4968.4
19/2020,Dispensa de Licitação,64082002009202027,160472,5 BATALHAO DE INFANTARIA LEVE - 5 B I L,Lorena/SP,AQUISIÇÃO DE MATERIAL PARA O COMBATE AO COVID-19,3,0,4965
26/2020,Dispensa de Licitação,64283004776202012,160299,COMANDO DO COMANDO MILITAR DO LESTE/RJ,Rio de Janeiro/RJ,"AQUISIÇÃO DE MATERIAL PERMANENTE PARA ATENDER DEMANDAS DA 7ª SEÇÃO DO COMANDO MILITAR DO LESTE, NO COMBATE À COVID-19.",1,0,4960
54/2020,Dispensa de Licitação,64575000051842020,160166,HOSPITAL GERAL DE BELEM,Belém/PA,AQUISIÇÃO DE BARREIRA DE PROTEÇÃO,1,0,4950
12/2020,Dispensa de Licitação,645931975/2020-69,160351,HOSPITAL DE GUARNICAO DE PORTO VELHO-MEX/RO,Porto Velho/RO,AQUISIÇÃO DE TESTE RÁPIDO PARA COVID-19,1,0,4950
57/2020,Dispensa de Licitação,64104005418202080,160156,44 BATALHAO DE INFANTARIA MOTORIZADO/MT,Cuiabá/MT,AQUISIÇÃO DE MATERIAL FARMACOLÓGICOS PARA ATENDER AS AÇÕES DE COMBATE AO COVID-19.,1,0,4950
27/2020,Dispensa de Licitação,64591002128202030,160168,HOSPITAL DE GUARNICAO DE MARABA,Marabá/PA,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA ATENDER AS NECESSIDADES DO SETOR DE APROVISIONAMENTO E APOIO AS MEDIDAS DE PREVENÇÃO E COMBATE AO COVID-19.,6,0,4941.63
152/2020,Dispensa de Licitação,64261015045202042,160372,COMANDO DE ARTILHARIA DIVISIONARIA/3/RS,Cruz Alta/RS,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA (339030-28) PARA O PMGUCA,1,0,4935
110/2020,Dispensa de Licitação,64139006467202032,160522,28 BATALHAO LOGISTICO MECANIZADO,Dourados/MS,AQUISIÇÃO DE MATERIAL DE CONSUMO DE USO DURADOURO - DISPENSER PARA ÁLCOOL EM GEPARA UTILIZAÇÃO NAS AÇÕES DE ENFRENTAMENTO AO COVID -19.,1,0,4900
39/2020,Dispensa de Licitação,64571002913202021,160469,2 GRUPO ARTILHARIA CAMPANHA AUTOPROPULSADO,Itu/SP,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA O 2º GAC L.,1,0,4900
7/2020,Dispensa de Licitação,64681003540202068,160383,12 REGIMENTO DE CAVALARIA MECANIZADO/RS,Jaguarão/RS,ADQUIRIR EPI PARA OS MILITARES DO 12° R C MEC QUE SERÃO EMPREGADOS NO COMBATE E PREVENÇÃO DO COVID-19,1,0,4900
112/2020,Dispensa de Licitação,64063007359202064,160028,35 BATALHAO DE INFANTARIA,Feira de Santana/BA,"AVENTAL DESCARTÁVEL ",1,0,4893
137/2020,Dispensa de Licitação,"6,4582E+16",160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:22/2020 DE 30 DE JUNHO DE 2020 DA CHEFIA DE ENFERMAGEM DO HMAPA.,1,0,4887
23/2020,Dispensa de Licitação,64268003451202001,160346,COMANDO DE FRONTEIRA RONDONIA/6 BIS/MEX/RO,Guajará-Mirim/RO,"MATERIAL DE CONSUMO PARA MANUTENÇÃO DE EMBARCAÇÕES A FIM DE ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19, CONFORME PARTE REQUISITÓRIA Nº 21-PEL MNT TR/CIA C AP, DE 04 MAIO 20. AMPARADO PELO ART 4º DA LEI Nº 13.979, DE 06 FEV 20.",9,0,4884
12/2020,Dispensa de Licitação,64276010571202057,160422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA/RS,Santiago/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO PARA ATENDER COVID-19.,9,0,4880
20/2020,Dispensa de Licitação,64576004538202011,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS DE CONSUMO, SENDO MATERIAIS COMO ""PAPAGAIO E COMADRES"" NECESSÁRIOS PARA ABERTURA DO PRONTO ATENDIMENTO MÉDICO HOSPITALAR (PAM) DO HOSPITAL MILITAR DE ÁREA DE BRASÍLIA.",2,0,4869.8
12/2020,Dispensa de Licitação,64114015832202088,160006,1 BATALHAO DE INFANTARIA DE SELVA/AM,Manaus/AM,AQUISIÇÃO DE APARELHO DE GEOLOCALIZAÇÃO PARA MANTER O COMANDO E CONTROLE DAS FRAÇÕES EMPREGADAS NA OPERAÇÃO COVID-19 POR PARTE DO CMDO DA BTL.,1,0,4865
7/2020,Dispensa de Licitação,64114014653202023,160006,1 BATALHAO DE INFANTARIA DE SELVA/AM,Manaus/AM,AQUISIÇÃO DE SUPRIMENTOS DE INFORMÁTICA PARA UTILIZAÇÃO PELAS SUBUNIDADES OPERACIONAIS DO 1º BIS (AMV) NA IMPRESSÃO DE ORDENS E DOCUMENTOS DIVERSOS QUANTO DO EMPREGO NAS OPERAÇÕES DE ENFRENTAMENTO AO COVID-19,10,0,4865
9/2020,Dispensa de Licitação,64270000963202068,160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS/MEX/AM,Tabatinga/AM,MATERIAL PARA MANUTENÇÃO DE VIATURAS UTILIZADAS NO COMBATE AO COVID-19.,5,0,4860.28
39/2020,Dispensa de Licitação,64282006039202056,160015,COMANDO 2 GRUPAMENTO ENGENHARIA CNST/MEX/AM,Manaus/AM,AQUISIÇÃO DE ROÇADEIRAS PARA ATENDER AS NECESSIDADES DO COMANDO DO 2º GRUPAMENTO DE ENGENHARIA,1,0,4858
50/2020,Dispensa de Licitação,64282006039202056,160015,COMANDO 2 GRUPAMENTO ENGENHARIA CNST/MEX/AM,Manaus/AM,AQUISIÇÃO DE ROÇADEIRA PARA ATENDER AS NECESSIDADES DO COMANDO DO 2º GRUPAMENTO DE ENGENHARIA,1,0,4858
24/2020,Dispensa de Licitação,64582005205202012,160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR CONFORME SOLICITAÇÃO CONTIDA NA REQUISIÇÃO DE N:167/2020 DE 25 DE MARÇO DE 2020 DO SETOR DA CENTRO DE ABASTECIMENTO FARMACÊUTICO DO HMAPA.,2,0,4826
75/2020,Dispensa de Licitação,75/2020,160317,ESCOLA DE INSTRUCAO ESPECIALIZADA/RJ,Rio de Janeiro/RJ,"SERVIÇO DE CONFECÇÃO DE ADESIVOS DE IDENTIFICAÇÃO PARA O 1º BTL DQBRN, PARA EMPREGO NA OPERAÇÃO COVID 19.",2,0,4814.03
98/2020,Dispensa de Licitação,64584012623202046,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE MEDICAMENTOS PARA COVID-19 PARA CAF (IV).,1,0,4800
34/2020,Dispensa de Licitação,36,160365,HOSPITAL DE GUARNICAO DE BAGE/RS,Bagé/RS,AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA - MÁSCARAS - ENFRENTAMENTO DO COVID-19,1,0,4800
15/2020,Dispensa de Licitação,641060032352020,160004,59  BATALHAO DE INFANTARIA MOTORIZADO/AL,Maceió/AL,"AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO PARA ATENDER A DEMANDA DO POSTO MÉDICO DE GUARNIÇÃO, EM TEMPOS DE PANDEMIA DO COVID-19.",1,0,4800
23/2020,Dispensa de Licitação,64106003402202012,160004,59  BATALHAO DE INFANTARIA MOTORIZADO/AL,Maceió/AL,AQUISIÇÃO DE MACACÃO YYVEK BRANCO DUPONT.,1,0,4800
44/2020,Dispensa de Licitação,64662007033202021,160262,1 REGIMENTO DE CARROS DE COMBATE/RS,Santa Maria/RS,SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS.,1,0,4791.08
45/2020,Dispensa de Licitação,64662007033202021,160262,1 REGIMENTO DE CARROS DE COMBATE/RS,Santa Maria/RS,"RETÍFICA DE EIXO VIRABREQUIM, RETÍFICA DO BLOCO, ACERTAR ALOJAMENTO MANCAU, BIÉLAS, ALTURA, RETIFICAR CABEÇOTE, VÁLVULAS, GUIAS DE VÁLVULAS, TROCA DE RETENTORES, DEMONTAGEM E MONTAGEM.",1,0,4791.07
5/2020,Dispensa de Licitação,64214002008202030,160391,CENTRO DE PREPARACAO OFICIAIS RESERVA/PA/RS,Porto Alegre/RS,AQUISIÇÃO DE MATERIAL DE CONSUMO HOSPITALAR PARA SER APLICADO NO COMBATE AO COVID-19.,2,0,4787.88
33/2020,Dispensa de Licitação,64314001778202037,160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,Marabá/PA,AQUISIÇÃO DE MATERIAL HOSPITALAR PARA A SEÇÃO DE SAUDE DO CMDO DA 23ª BDA INF SL PARA O A PRENVEÇÃO E COMBATE AO COVID - 19.,5,0,4771.14
304/2020,Dispensa de Licitação,64431003621202018,160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,Tubarão/SC,AQUISIÇÃO MATERIAL DE SINALIZAÇÃO VISUAL E OUTROS - BALIZADOR DE FILA,1,0,4764.99
108/2020,Dispensa de Licitação,64070020567202011,160443,63 BATALHAO DE INFANTARIA,Florianópolis/SC,SERVICOS GRAFICOS E EDITORIAIS.,2,0,4750
99/2020,Dispensa de Licitação,992020,160263,11 GRUPO DE ARTILHARIA DE CAMPANHA/RJ,Rio de Janeiro/RJ,AQUISIÇÃO DE ITENS DE MATERIAL DE LIMPEZA E EPI'S,9,0,4741
23/2020,Dispensa de Licitação,64586004233202082,160359,HOSPITAL DA GUARNICAO DE ALEGRETE/RS,Alegrete/RS,TESTE PARA D-DÍMERO.,1,0,4740
28/2020,Dispensa de Licitação,64579003827202065,160050,HOSPITAL GERAL DE FORTALEZA/MEX - CE,Fortaleza/CE,"SERVIÇO DE MANUTENÇÃO CORRETIVA DO EQUIPAMENTO DE RAIO X (FIXO) MARCA SIEMENS, MODELO MULTIX B, SENDO/; SERVIÇO DE CALIBRAÇÃO DO RAIO-X, REPARO DO COMANDO E DE MÃO DE OBRA A CARGO DA CONTRATADA, COM GARANTIA MÍNIMA DE 90 (NOVENTA) DIAS.",1,0,4700
107/2020,Dispensa de Licitação,64120006762202098,160169,52 BATALHAO DE INFANTARIA DE SELVA,Marabá/PA,AQUISIÇÃO DE MATERIAL DE LIMPEZA DESTINADO A APOIAR OS TRABALHOS DE COMBATE A EMERGÊNCIA SANITÁRIA CAUSADA PELA PANDEMIA DE COVID-19.,9,0,4698.1
13/2020,Dispensa de Licitação,32/2020,160348,5 BATALHAO DE ENGENHARIA DE CONSTRUCAO/RO,Porto Velho/RO,"AQUISIÇÃO DE MATERIAL PARA CONSTRUÇÃO DA ENFERMARIA DE CAMPANHA AVANÇADA DO 5º BEC, PARA MELHORAR A QUALIDADE DO ATENDIMENTO DOS MILITARES E CIVIS QUE CONTRAIREM O COVID-19.",2,0,4675
73/2020,Dispensa de Licitação,64572005804202055,160479,6 GRUPO DE MISSEIS E FOGUETES,Formosa/GO,PRESTAÇÃO DE SERVIÇOS GRÁFICOS DE IMPRESSOS E CONFECÇÃO DE BANNER A SEREM UTILIZADOS NAS ATIVIDADES DE PROTEÇÃO E PREVENÇÃO DO COVID19,7,0,4670
19/2020,Dispensa de Licitação,64295018658202044,160414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA/RS,Santa Maria/RS,AQUISIÇÃO DE INSUMOS DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS PARA ATENDER AS NECESSIDADES DA 6ª BRIGADA DE INFANTARIA BLINDADA POR MEIO DA ORDEM DE OPERAÇÕES NO 001 – OP COVID-19 DE 22 DE MARÇO DE 2020.,2,0,4608
57/2020,Dispensa de Licitação,572020,160254,1 BATALHAO DE INFANTARIA MOTORIZADO(ES)/RJ,Rio de Janeiro/RJ,MÁSCARA,1,0,4607.04
83/2020,Dispensa de Licitação,64614003312202091,160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,Rio de Janeiro/RJ,AQUISIÇÃO DE MATERIAL DE EMBALAGEM.,3,0,4606
22/2020,Dispensa de Licitação,22/2020,160319,ESCOLA DE SAUDE DO EXERCITO/RJ,Rio de Janeiro/RJ,"COMPL PARA DESPESAS ADC EM FUNÇÃO DE AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.  ATENDER GASTOS COM MATERIAL DE LIMPEZA. ",2,0,4604
49/2020,Dispensa de Licitação,65344007773202023,160323,HOSPITAL GERAL DO RIO DE JANEIRO,Rio de Janeiro/RJ,"COLETA DE LIXO GRUPO A E E, LIXO EMERGENCIAL.  ",1,0,4600
50/2020,Dispensa de Licitação,64581023317202065,160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,Manaus/AM,"CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS MÉDICOS DO CENTRO DE DIAGNÓSTICO POR IMAGEM, PARA ATENDER ÀS NECESSIDADES DO HOSPITAL MILITAR DE ÁREA DE MANAUS, NAS AÇÕES DE ENFRENTAMENTO DA EMERGÊNCIA EM SAÚDE PÚBLICA DE IMPORTÂNCIA NACIONAL (ESPIN), EM DECORRÊNCIA DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS (2019-NCOV).",1,0,4600
38/2020,Dispensa de Licitação,64104003638202079,160156,44 BATALHAO DE INFANTARIA MOTORIZADO/MT,Cuiabá/MT,AQUISIÇÃO DE MATERIAL DE CONSUMO: MATERIAL DE PROTEÇÃO E SEGURANÇA PARA ATENDER AÇÕES DE ENFRENTAMENTO AOS EFEITOS DA COVID-19.,1,0,4587
6/2020,Dispensa de Licitação,64122004651202027,160005,54 BATALHAO DE INFANTARIA DE SELVA/AM,Humaitá/AM,AQUISIÇÃO DE MATERIAIS DE CONSUMO PARA PROTEÇÃO INDIVIDUAL NO ENFRETAMENTO AO CORONA VÍRUS ( EPI ).,7,0,4584
20/2020,Dispensa de Licitação,DISP 20/2020,160319,ESCOLA DE SAUDE DO EXERCITO/RJ,Rio de Janeiro/RJ,"SANITIZAÇÃO POR MEIO DE PULVERIZAÇÃO DE GERMICIDA NAS ÁREAS INTERNAS: SALÃO DE PROVAS E ALOJAMENTO CABOS E SOLDADOS, ALOJAMENTO DE SUBTENENTES E SARGENTOS, TODO PRÉDIO DO CORPO DE ALUNOS, AUDITÓRIO, CORPO DA GUARDA E CASSINOS DO CORPO DE ALUNOS, CABOS E SOLDADOS E OFICIAIS.",1,0,4580
16/2020,Dispensa de Licitação,64066003862202064,160147,47 BATALHAO E INFANTARIA - MEX/MS,Coxim/MS,"AQUISIÇÃO EMERGENCIAL DE MATERIAIS PARA PREVENÇÃO AO COVID-19, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS PREVISTAS NO TERMO DE REFERÊNCIA, COM A FINALIDADE DE CONTROLE E CONTENÇÃO DA PANDEMIA.",1,0,4560
151/2020,Dispensa de Licitação,64584013876202037,160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,São Paulo/SP,AQUISIÇÃO DE VÁLVULAS REGULADORAS,2,0,4530
35/2020,Dispensa de Licitação,64576005717202068,160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,Brasília/DF,"AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS DE CONSUMO, SENDO MATERIAIS COMO ""PAPAGAIO E COMADRES"" NECESSÁRIOS PARA ABERTURA DO PRONTO ATENDIMENTO MÉDICO HOSPITALAR (PAM) DO HOSPITAL MILITAR DE ÁREA DE BRASÍLIA.",2,0,4524.8
14/2020,Dispensa de Licitação,65263003015202036,160148,BASE DE ADMINISTRAÇÃO E APOIO DO CMP,Brasília/DF,AQUISÇÕES DE MATERIAL DE SAUDE PARA COVID 19,2,0,4515
